#separator:tab
#html:true
#columns:deck	front	back
Anatomie::Description du cervelet	Segments du plafond de v4 ?	1) lame tectale<br>2) valvule de Vieussens<br>3) diverticule cérébelleux<br>4) valvule de Tarin<br>5) toile choroïdienne<br>6) verrou ou obex<br>Sur le dessin, on peut également voir les sorties du nerf IV et du nerf VIII.<br>Le ruissellement des veines (veine du plexus choroïde, veine thalamo-striée) constitue l’ampoule veineuse de<br>Galien.<br>Terminaison des artères : Artère Cérébrale Postérieure se termine en venant de la fissure transverse du cerveau<br>et détache les artères striées post, l’artère choroïdienne postéro-laterale, l’artère choroïdienne postéromédiale, l’artère de la lame tectale.<br>On peut voir les artères cérébelleuses<br> Artère cérébelleuse supérieure,<br> Artère cérébelleuse moyenne contourne le PCM.<br> L’artère cérébelleuse inférieure avec son petit élément qui perfore le PCM et qui est l’artère de la<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::Description du cervelet	Limites de description du cervelet ?	 Limite antérieure de la fosse<br>postérieure = le basi-occipital.<br> Limite latérale = partie<br>pétreuse de l’os temporal,<br>creusée par le CAI. On voit le<br>rocher de l’os temporal. Creusé<br>de l’autre coté, par le CAE.<br> Limite postérieure : POE<br>Dans le rocher de l’os temporal, les<br>structures de l’oreille moyenne et le<br>canal qui contient l’artère carotide<br>interne = canal carotidien.<br>La peau descend dans le CAE, qui est<br>en rapport avec cartilage du pavillon<br>de l’oreille.<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Délimiter une loge est crucial pour l'examen clinique et comprendre l'extension des infections.</div>
Anatomie::Description du cervelet	Contenu de la fosse postérieure ?	Le Tronc cérébral se continue par le cervelet, avec l’angle latéral, le V4 dont les angles<br>latéraux passent sous les PCM et donne naissance aux cornes de V4 qui se mettent dans<br>l’angle que forme le pont et le cervelet = l’angle ponto-cérébelleux.<br>Sous le pied, on peut représenter le faisceau pyramidal, noyaux qui sont dans le tegmentum,<br>la striation du cervelet, les noyaux globuleux et emboliformes, noyaux du toit, noyaux<br>dentelé, lobulation du cervelet avec son cortex qui a un aspect végétal. On retrouve aussi Le<br>sillon circonférentiel de Vicq d’Azir, qui sépare le cervelet en 2 parties.<br>Les lacs cérébelleux, lac cérébelleux supérieur ou lac cérébelleux inférieur.<br>Artère basilaire et ses branches circonférentielles, se retrouve à la surface du cervelet.<br>Les nerfs crâniens, dans l’angle ponto-cérébelleux, le paquet acoustico-facial (PAF): nerf<br>VII en avant et nerf VIII en arrière. Ce paquet est séparé du nerf trijumeau qui est en avant<br>par la veine de Dandy (lorsqu’elle existe) ou veine pétreuse.<br>Dans la graisse sous-cutanée courent les vaisseaux et les nerfs supérficiels : le n. auriculotemporal et les vx temporaux superficiels devant l'oreille, le n. grand auriculaire, l' a.<br>auriculaire postérieure et la v. mastoïdienne derrière l'oreille, l'artère occipitale, sa veine<br>et les nerfs petit et grand occipitaux en arrière.<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Le contenu définit la fonction de la loge. Attention aux éléments nobles (nerfs/vaisseaux).</div>
Anatomie::Description du cervelet	L’angle ponto-cérébelleux contient ?	1) La corne de VL<br>2) La veine de Dandy,<br>3) Le paquet acoustico-facial<br>4) Artère auditive interne à elle peut parfois comprimer le nerf facial.<br>Cet angle ponto-cérébelleux est tj regardé par le bas de l’angle, qui regarde la fosse post. En<br>particulier chez un malade qui a un syndrome du VII et du VIII, et il faut donc identifier ces<br>éléments, le VII et le VIII, l’artère auditive interne et la veine de Dandy.<br>On rentre dans cette fosse quand on doit aller travailler sur ces éléments<br> par la voie rétro sigmoïdienne, derrière le sinus sigmoïde pour atteindre le paquet<br>acoustico-facial, si une tumeur est située dans l’angle ponto cérébelleux.<br> S'il faut travailler sur le cervelet vermien ou hémisphérique, pour une tumeur qui serait<br>située sur le cervelet central, on passe à travers les muscles de la nuque, voie infrasinusienne, qui passe sous le Torcular (=confluent des sinus).<br>Coupe frontale schématique simple : permet de montrer<br>les éléments de la fosse postérieure<br>Paroi inférieure de la fosse représentée par l’os occipital. On reconnaît le processus<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::Description du cervelet	On peut donc diviser en 2 ?	 la loge cérébrale en haut, elle contient le lobe occipital du cerveau, avec la scissure<br>calcarine, la corne du ventricule occipital,<br> la loge cérébelleuse en bas, contient le cervelet.<br>A la surface du cervelet vermien court les<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::Description du cervelet	Artères cérébelleuses de description du cervelet ?	 artère cérébelleuse supérieure,<br> moyenne dans sillon circonférentiel<br>de Vicq d’Azir,<br> et inférieure qui vient se mouler sur<br>l’amygdale.<br>Masses musculaires de la nuque avec ses<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Vascularisation = survie tissulaire. Toute lésion ici est une urgence vitale ou fonctionnelle.</div>
Anatomie::Description du cervelet	Différents plans de description du cervelet ?	 Muscle SCM (sterno-cléidomastoïdien) dans un premier plan,<br> et plus bas, le trapèze .<br>Ces éléments sont entourés par<br>l’aponévrose cervicale superficielle.<br> Médialement, ventre postérieur du<br>muscle digastrique dans la fossette<br>digastrique.<br> Muscle élévateur de la scapula.<br>Entouré par une lame plus<br>profonde en bleu foncé.<br>Dans la profondeur, on trouve les petits<br>muscles courts de la nuque, le petit droit<br>postérieur, le grand droit postérieur,<br>l’oblique supérieur et inférieur.<br>Ils délimitent sous la fosse postérieure,<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Connaître les plans successifs est le guide indispensable du geste chirurgical.</div>
Anatomie::Description du cervelet	Les muscles plus profonds, ?	 splénius de la tête,<br> splénius du cou,<br>« le muscle complexus ou semi-épineux avec son tendon intermédiaire caractéristique.<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> L'action du muscle découle de son orientation et de ses insertions. Imagine la contraction.</div>
Anatomie::Description du cervelet	Dans la partie postérieure ?	 Le nerf accessoire innerve le SCM et le trapèze.<br> La veine jugulaire post.<br> La VJE (veine jugulaire externe) sur le SCM, sur le trapèze.<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La Région parotidienne	Repères de la région parotidienne ?	 pavillon auriculaire avec sa plicature : en arrière de la région, point de repère pour examiner le<br>malade<br> le relief de la mastoïde : derrière le pavillon auriculaire.<br> l’arcade zygomatique : a l’avant du CAE, se dirige vers la région faciale antérieure<br> ouverture de la cavité orbitaire<br> en descendant, on palpe le condyle de la mandibule, son gonion et le rebord mandibulaire.<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La Région parotidienne	En avant de la région se trouvent des masses musculaires pour l’expression : ?	 M. orbiculaire de l’œil : autour fente palpébrale<br> M. orbiculaire des lèvres : entoure les lèvres<br> M. frontal<br> M. grand zygomatique<br> M. petit zygomatique<br> M. élévateur des lèvres supérieurs<br> M. nasal<br> M. mentonnier<br> M. platysma : descend dans la région cervicale<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La Région parotidienne	Glande parotide (p) ?	 La glande parotide se dispose entre<br>pavillon auriculaire, le SCM, le Masséter,<br>la cloison submandibuloparotidienne,<br>recouvrant le condyle Mandibulaire<br>(palpable à travers la glande parotide elle<br>même)<br> C’est une glande sécrétoire, c’est la glande<br>salivaire principale.<br> forme triangulaire<br> relief lobulé caractéristique<br> 25 grammes.<br>Par sa localisation, si elle s’enflamme, elle donne une tuméfaction devant l’oreille : la parotidite (ex : ceci est<br>caractéristique des oreillons).<br>Le canal excréteur de Parotide est le canal de Stenon (CS) ou conduit parotidien principal. Il part du bord<br>antérieur de la glande Parotide, croise la face externe du M. Masséter  traverse le M. Bucinateur  se termine<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La Région parotidienne	Les artères de la région parotidienne ?	 Artère temporale superficielle (ATS) se divise après avoir croisé l’arcade zygomatique, pour donner :<br>o<br>branche pariétale<br>o<br>et branche frontale.<br> Artère zygomatico orbitaire (AZO)<br> Artère transverse de la face (ATF): 1 cm en dessous de l’arcade zygomatique, se dirige en avant, et<br>vascularise le conduit parotidien.<br>Nb : ATS, AZO et ATF sortent de la glande P<br> Artère faciale (AF) : donne les autres vaisseaux de la face, elle croise le rebord mandibulaire, entrant dans<br>la région de la face devant le muscle masséter avec une branche qui vascularise le chef superficiel du<br>masséter.<br>Veines : Les veines sont toujours situées derrière les artères :<br> Veine temporale superficielle (VTS)<br> Veine faciale (VF)<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Vascularisation = survie tissulaire. Toute lésion ici est une urgence vitale ou fonctionnelle.</div>
Anatomie::La Région parotidienne	Nerfs : dans la région, on a des nerfs superficiels : nerfs sensitifs ?	 Nerf transverse du cou (NTC) : passe au-dessus de la VJE, branche du plexus cervical<br> Nerf grand auriculaire (NGA) : vers le pavillon, branche du plexus cervical<br> Nerf auriculo temporal (NAT), branche du nerf V3, sortant entre les éléments du pédicule<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Le nerf est le messager. Un déficit précis permet un diagnostic topographique sûr avant toute imagerie.</div>
Anatomie::La Région parotidienne	Branches motrices du nerf vii : ils sortent de la parotide ?	 Rameau temporal (T),<br> Rameau frontal (F) : rejoint muscle frontal<br> Rameau zygomatique (Z) : entre artère transverse de la face et zygomatico orbitaire, elle<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Le nerf est le messager. Un déficit précis permet un diagnostic topographique sûr avant toute imagerie.</div>
Anatomie::La Région parotidienne	Nœuds lymphatiques de la région parotidienne ?	 Préauriculaires (PA), devant<br>l’oreille<br> Parotidiens (P), dans la glande<br>parotide,<br> Sub parotidien ou infra<br>parotidiens : situé sous le<br>conduit excréteur de la glande<br>parotide, et sur la cloison<br>submandibuloparotidienne.<br> Submandibulaire, sous la<br>mandibule.<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La Région parotidienne	Contenu de la région parotidienne (8) ?	 Glande parotide<br> Articulation temporomandibulaire<br> Muscle masséter<br> Artère carotide externe + branches<br> Veine jugulaire externe + branches<br> Le nerf Facial VII + branches<br> Nœuds lymphatiques péri parotidiens<br> Nerf Auriculo temporal.<br>Vue latérale de la région, sans les téguments :<br>Repères: CAE, le processus<br>mastoïde, arcade zygomatique,<br>l’ouverture en avant de la région<br>orbitaire, la mandibule en<br>dessous.<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Le contenu définit la fonction de la loge. Attention aux éléments nobles (nerfs/vaisseaux).</div>
Anatomie::La Région parotidienne	Limites de la loge parotidienne ?	 En arrière, on a le SCM<br>avec son chef sternal, et<br>son chef claviculaire. Ces<br>éléments sont entourés par<br>la lame superficielle du facia<br>cervicale quipasse devant et<br>derrière le muscle.<br>Cette aponévrose saute sur le<br>gonion pourformer la cloison<br>submandibuloparotidienne.<br> En avant : 2 chefs du<br>muscle masséter : Les deux chefs se chevauchent, et ont une obliquité<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Délimiter une loge est crucial pour l'examen clinique et comprendre l'extension des infections.</div>
Anatomie::La Région parotidienne	Différente de la région parotidienne ?	o chef superficiel : il part des 2/3 antérieur de l’arcade zygomatique,  face<br>externe du gonion (nombreuse fibres aponévrotiques à son insertion<br>proximale et distale), muscle très puissant.<br>o chef profond, qui recouvre l’articulation temporomandibulaire enfermé dans<br>sa capsule articulaire. Il à une obliquité inverse, et s’insère sur la face<br>externe du ramus mandibulaire<br>Le muscle masséter développe une force de contraction considérable, qui est élévatrice<br>de la mandibule, et qui produit un signe connu sous le nom de trismus. Les muscles<br>sont tellement forts que lors de la contraction involontaire et fixée : il est impossible de<br>séparer les 2 mâchoires, dans le tétanos par exemple.<br>Les 2 chefs sont recouverts par le fascia massétérique qui entoure les 2 chefs, et<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La Région parotidienne	Délimite ainsi la loge massétérique ?	 paroi médiale = Ramus mandibulaire<br> Paroi latérale = fascia massétérique en continuité avec le F temporal<br>profond.<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Délimiter une loge est crucial pour l'examen clinique et comprendre l'extension des infections.</div>
Anatomie::La Région parotidienne	Annexes de la mastication ?	 La fosse temporale<br> Le muscle buccinateur (B) (muscle de la joue) déborde le muscle masséter, c’est<br>à travers celui-ci, que le canal de Sténon va terminer sa course. Ce canal est massé<br>par les contractions du muscle buccinateur et le masséter lors de la mastication.<br> Le glissement des muscles dans la mastication est favorisée par la boule de Bichât<br>= piston de glissement. On voit son Prolongement jugal qui déborde du masséter<br>en bas et en avant et son prolongement temporal sous le FTP à la face superficielle<br>du muscle masséter.  C’est ici qu’on peut avoir un déplacement des abcès de la<br>joue vers la fosse temporale et vice versa.<br>Pour terminer les limites de la loge, Sous le CAI, le processus styloïde de l’os temporal,<br>et les masses musculaires<br> Ventre postérieur du muscle digastrique(VPD).<br> Sur le processus styloïde, les muscles styliens du bouquet de Riolan :<br>styloglosse, stylohyoïdien, stylopharyngien  sert de rideau de réflexion à<br>l’aponévrose cervicale superficielle (= fascia du SCM) qui va rentrer dans la<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La Région parotidienne	D’une pyramide la région parotidienne ?	 base triangulaire supérieure (B) = CAE et rocher de l’os<br>temporal<br> face antéro-médial (FAM)= muscle ptérygoidien<br>médial<br> face postéromédial (FPM)= ventre postérieur du<br>muscle digastrique<br> bord postérieur = SCM<br> bord antérieur= muscle masséter<br> sommet = cloison submandibuloparotidienne (CSMP).<br>Cette loge est entourée de toute part par le fascia cervical superficiel.<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La Région parotidienne	Artères de la région parotidienne ?	 Artère carotide externe (CE) : entre dans la loge en passant entre le VPD, et les<br>muscles styliens.<br> CE ressort de la loge en formant<br>o Artère temporale superficielle (ATS)<br>o Artère maxillaire (AM) branche qui passe derrière le ramus mandibulaire.<br> Artère auriculaire postérieure (AAP) : en arrière.<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Vascularisation = survie tissulaire. Toute lésion ici est une urgence vitale ou fonctionnelle.</div>
Anatomie::La Région parotidienne	Nerf de la région parotidienne ?	 Nerf facial (VII): il entre autour du processus styloïde, au plafond de la loge, et se<br>divise en 2 branches.<br> Nerf auriculo temporal (NAT) : sort derrière le col de la mandibule<br>Veines : sortent de la loge<br> veine jugulaire interne (JI) : branche profonde, vers l’intérieur.<br> veine jugulaire externe (JE) : branche superficielle, à la surface du SCM.<br>Vue latérale de L'articulation temporo-mandibulaire,<br>après coupe sagittale : le contenu général de l’articulation.<br>La butée postérieure de<br>l’articulation est représenté par<br>l’anneau tympanal qui entoure<br>CAE doublé en arrière par le<br>processus mastoïde de l’os<br>temporal. Devant le CAE on<br>trouve le tubercule postglénoïdal qui est juste derrière<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Le nerf est le messager. Un déficit précis permet un diagnostic topographique sûr avant toute imagerie.</div>
Anatomie::La Région parotidienne	Cartilage de la région parotidienne ?	 Il, va jusqu'à la fissure pétro-tympano-squameuse : tapisse TA et FM, mettant en<br>place une articulation bicondylienne inversée (c'est-à-dire une articulation<br>concave en arrière et convexe en avant).<br> Sur Tête de la mandibule, on a un condyle simple<br>o Plus développé sur son versant antérieur<br>o Plus épais dans la partie centrale<br>Les 2 surfaces articulaires ne sont pas adaptées l’une a l’autre, il faut donc mettre en place<br>un disque articulaire : Le ménisque de l’articulation temporo-mandibulaire :<br>o face supérieure : convexe et<br>concave<br>o partie moyenne : mince<br>o face inferieur : concave<br>Sa direction générale est oblique vers le bas et vers l’avant. Dans sa partie ou il est la<br>plus mince, il est souvent Perforé par un orifice, la perforation du disque, ce qui fait<br>communiquer les étages entre eux.<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La Région parotidienne	La capsule de l’articulation est représenté par ?	 En arrière : fibres attachées dans la Fissure Petro Tympano Squameuse et sur<br>la face postérieure du condyle,<br> En avant : fibres attachées sur le TA et face antérieure du condyle<br>Il y a 2 types de fibres :<br> Fibres profondes, indirectes ou courtes : attachées à la surface articulaire et<br>sur les bords du ménisque<br> Fibre superficielles, directes : de l’os temporal à la mandibule.<br>Capsule articulaire est fermée  l’articulation temporomandibulaire isole 2<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La Région parotidienne	Compartiments articulaires de la région parotidienne ?	1. Articulation ou interligne méniscotemporale : supérieur avec élément<br>synovial.<br>2. Articulation méniscomandibulaire (AMM).<br>Il y a un Cul de sac de la synoviale, qui borde la face postérieure du col de la<br>mandibule.<br>La Capsule articulaire relié par des freins<br> Frein antérieur (FA), au zygoma<br> Frein postérieur (FP), sur le CAE<br>Proximité étroite entre le condyle de la mandibule et le CAE, prédisposant aux chocs<br>de l'articulation contre le CAE. IL existe un coussin veineux d'amortissement appelé<br>le coussin veineux de Morris (venant du réseau de la veine maxillaire), massées lors<br>des mouvements de l’articulation et prévient les percussions du CAE par la tête de la<br>mandibule. Comme toute articulation avec un ménisque, elle peut faire l’objet de<br>claquements et de blocages dans le syndrome algodysfonctionnel de l’articulation<br>temporo-mandibulaire. Le malade entend son articulation dysfonctionnelle.<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La Région parotidienne	Latéral de la région parotidienne ?	 un inséré sur le col, chef mandibulaire, chef inferieur.<br> l’autre, sur le ménisque, chef méniscal, chef supérieur.<br>Quand il entraine une pro traction, comme il est appuyé sur la face antérieure du<br>ménisque, il attire le ménisque vers l’avant, élément essentiel du fonctionnement<br>normal de l’articulation. Ce muscle est nécessaire au bon fonctionnement articulaire.<br>Rapports extérieurs, et la capsule articulaire, en vue<br>latérale.<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La Région parotidienne	Mise en place ?	 Anneau tympanal, entoure le CAE. +<br>processus mastoïde en arrière + tubercule<br>postglénoïdal+ fissure petro-tympanosquameuse + tubercule articulaire + racine<br>du zygoma, située en avant.<br> le Condyle de la mandibule est dans<br>l’articulation, et on retrouve le processus<br>coronoïde de la mandibule.<br>L’articulation est enfermée dans la capsule articulaire,<br>qui s’insère sur le pourtour des surfaces articulaire en<br>avant, sur la fosse, et sur le tubercule articulaire, en<br>particulier sur le tubercule de la racine du zygoma, et<br>en arrière sur la fissure petro-tympano-squameuse.<br>Renforcement de la capsule par des ligaments :<br>Ligament latéral externe (LLE) (ou ligament<br>heurtoir de Faraboeuf). Le LLE est le support<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La Région parotidienne	Comporte 2 faisceaux ?	 Bandelette (B) : chef antérieur ou élément heurtoir la face antérolatérale de l’articulation.<br> Corde (C): chef postérieur postérieur du col<br>Le Muscle ptérygoïdien latéral s’insère sur la face antérieure de la capsule articulaire, situé en rapport avec le<br>tendon du muscle temporal (T), tendon qui se termine sur le processus coronoïde, où les fibres profondes<br>viennent remplir l’incisure mandibulaire, et s’attacher sur le ligament latéral externe laissant persister un<br>espace.<br>Le Ramus mandibulaire est recouvert par les 2 chefs du muscle masséter : le chef P et le chef S (à obliquité<br>inverse), recouvérent par le fascia massétérique. La Loge massétérique : délimitée par le fascia massétérique<br>(FM). Contient 2 chefs du muscle masséter + pédicules vasculo-nerveux :<br>o Innervation : nerf masséterique (branche du nerf temporo massétérique) (NM), nerf<br>moteur V3<br>o Vascularisation : artère massétérique (branche de l'a.maxillaire) et veine massétérique.<br>En arrière du col de la mandibule, il y a un espace de passage dans lequel on peut glisser le doigt, c’est la<br>Boutonnière rétro condylienne de Juvara : (J) elle fait une Communication avec Fosse Intra Temporale<br>(fosse infra temporale, coté médial du ramus mandibulaire). C’est le point d’entrée de l’artère Maxillaire dans<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La Région parotidienne	La capsule articulaire renforcée par : 3 ligaments intra-capsulaires ?	 En avant, on la Bandelette du LLE.<br> Ligament médial, LLI ( le ligament latéral interne (pas très fort)).<br> LP (ligament postérieur de Morris = ligament de renforcement)<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La Région parotidienne	Ligament extra-articulaire de l’articulation temporomandibulaire ?	 Ligament ptérygoépineux (LPE) : il part de l’épine de Civini et se termine à la face antérieure de<br>l’épine sphénoïdale.<br> Ligament ptérygomandibulaire (LPT Md) : Il part de l’hamulus ptérygoïdien, et se termine sur la<br>Tubérosité rétro molaire.<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La Région parotidienne	 ligament sphénomandibulaire (lsm) ?	o faisceau antérieur : part du sommet de l’épine sphénoïdale, et descend verticalement pour<br>rejoindre le sommet épine de Spix.<br>o faisceau postérieur : oblique vers l’arrière. Il part du bord postérieur de l’épine vers le Bord<br>postérieur du Ramus.<br>o Les 2 chefs se terminent en regard de l’épine sphénoïdale, forment une<br>double corde, doublée par des fibres transversales, formant une<br>gouttière.<br> Ligament stylomandibulaire (LStMd) (s’attache sur le gonion) et le ligament<br>stylo-hyoïdien (LStHyo).<br> Ce sont des cordes qui suspendent la mandibule à la base du crane.<br>La mandibule s’apparente à une balançoire, elle se déplace avec l’aide de ces<br>ligaments dans ses mouvements d’oscillation.<br> les cordes divisées en Y sont les cordes verticales des ligaments<br>sphénomandibulaires<br> les points d’appui sont les épines sphénoïdales<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La Région parotidienne	Les éléments du pédicule mandibulaire ?	 Nerf et l’artère alvéolaire inferieure (ou mandibulaire) , ils cheminent dans le canal alvéolaire,<br>situé le long des haubans de la mandibule, et leur trajet le long de Ligament<br>Sphénomandibulaire prévient leurs étirements lors des mouvements masticatoires.<br> En arrière on rentre dans autres loges devant et derrière le processus styloïde : ils sont appelés la<br>loge rétrostylienne et la loge préstylienne.<br> Le nerf facial sort du foramen stylomastoïdien, contourne le procéssus styloïde, et entre dans la<br>loge parotidienne.<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
Anatomie::La Région parotidienne	2 étages de fonctionnement ?	Situation de repos où le condyle de la mandibule est situé dans la fosse<br>mandibulaire. Ici, le disque articulaire a une position oblique vers le bas et vers<br>l’avant. Quand on ouvre la bouche, le mouvement se fait en 2 temps :<br>1) Avancement de l’articulation : le muscle ptérygoïdien latéral tire en<br>avant du ménisque et du col de la mandibule, qui sont fixes l’un par rapport<br>à l’autre et le mouvement d’avancement se fait dans le premier interligne<br>articulaire, c'est-à-dire dans l’articulation méniscotemporale.<br>2) Opposition des crêtes : on est dans une position ou le ménisque de<br>l’articulation est coincé entre les 2 condyles opposé l’un à l’autre, et a une<br>direction horizontale. Dans cette positon, le ménisque et le tubercule ne<br>bougent plus l’un par rapport à l’autre. Les freins de la capsule et la butée<br>du LLE empêchent le mouvement d’avancement d’aller plus loin  il faut<br>le 2e mouvement : mouvement de rotation dans le 2e interligne articulaire :<br>articulation méniscomandibulaire.<br>C’est un Mouvement de Glissement Roulement (comparé au genou).<br><br><div style='color: #2c3e50; border-top: 1px solid #ccc; padding-top: 10px; font-size: 0.9em; font-style: italic;'><i>Réflexion de Jules :</i> Structure essentielle de la région. Visualise bien ses rapports 3D.</div>
