#separator:tab
#html:true
#columns:deck	front	back
Anatomie::l’avant bras + poignet	L’appareil extenseur  (l’avant bras + poignet)	On représente rapidement le doigt, la commissure<br>interdigitale, le métacarpien, P1, P2 et P3<br>L’appareil extenseur est représenté par le tendon de<br>l’extenseur commun de doigts, dont la bandelette centrale<br>se termine sur P2, et par les 2 bandelettes latérales qui se<br>rejoignent pour se terminer au niveau de P3.<br>On met en place le ligament transverse métacarpien et<br>redessine, dans les espaces, les lombricaux et les<br>interosseux.<br>Le lombrical est situé du coté radial donc à droite. Il passe<br>au coté palmaire du ligament transverse métacarpien alors<br>que les interosseux (à droite) passent au coté dorsal du<br>ligament transverse métacarpien dans les canaux<br>interdigitaux. C’est pour ça que les<br>lombricaux sont fléchisseurs et que les interosseux sont<br>extenseurs.<br>Il n’y a pas de système de poulies (annulaires et<br>cruciformes) à la face dorsale du doigt. Mais ils possèdent<br>un dispositif fibreux analogue constitué par la dossière des<br>Interosseux et des Lombricaux.<br>On représente un lombrical donnant naissance à une<br>dossière. Elle vient recouvrir finement le tendon extenseur<br>avec des fibres transversales et longitudinales.<br>De l’autre coté la dossière est complétée par le muscle<br>interosseux avec la aussi des fibre transversales puis<br>longitudinales. Cette dossière applique le tendon<br>extenseur sur la face dorsale du doigt.<br>Venant s’ajouter à ces éléments, un dernier élément<br>appartenant à l’appareil rétinaculaire des doigts, il<br>complète la dossière vers le bas, c’est le ligament<br>natatoire ou ligament de Landsmeer. Ce ligament<br>croise la face dorsale de l’articulation inter<br>LANDSMEER<br>phalangienne distale et la face palmaire de l’autre<br>articulation interphalangienne. Ce qui fait qu’il<br>coordonne les mouvements des interphalangiennes distale et proximale. On ne peut pas faire la<br>flexion avec une interphalangienne et de l’extension avec l’autre à cause de ce ligament. Les deux<br>interphalangiennes travaillent ensemble soit en flexion soit en extension.
Anatomie::l’avant bras + poignet	Les nerfs et vaisseaux  (l’avant bras + poignet)	Le nerf dorsal est une branche qui vient du nerf radial et du nerf ulnaire qui s’arrête au niveau de P1<br>et dont le territoire distal est repris par un nerf palmaire (venant du nerf ulnaire ou du médian) qui<br>donne un rameau collatéral pour innerver P2 et P3.
Anatomie::l’avant bras + poignet	C’est la même chose pour les artères  (l’avant bras + poignet)	Les artères métacarpiennes dorsales vascularisent la face dorsale de P1. Et la face dorsale de P2 et de<br>P3 est reprise par une branche collatérale venant de l’artère digitale palmaire.<br>CT de synthèse passant par la paume de la main<br>On dessine les 5<br>métacarpiens.<br>Les 2 extrêmes sont<br>quadrangulaires, les 3<br>centraux sont triangulaires<br>avec un bord palmaire dirigé<br>vers l’avant.<br>On représente les
Anatomie::l’avant bras + poignet	aponévroses  (l’avant bras + poignet)	- Aponévrose de<br>l’éminence thénar,<br>- aponévrose de<br>l’éminence<br>hypothénar,<br>- aponévrose palmaire<br>profonde,<br>- aponévrose palmaire<br>moyenne renforcée par les 4 bandelettes prétendineuses,<br>- aponévrose dorsale de la main en arrière, dédoublée de manière à entourer les tendons.
Anatomie::l’avant bras + poignet	Les tendons des muscles extrinsèques sont  (l’avant bras + poignet)	 Extenseur commun des doigts en regard de chacun des doigts (sauf le pouce)<br> Extenseur propre de l’index<br> Extenseur du 5e doigt<br> Long et court extenseur du pouce<br>La peau est toute autour de la région. La peau palmaire colle sur l’aponévrose palmaire<br>moyenne, ce qui rend la main inextensible en avant. Lorsque la main gonfle, c’est toujours<br>vers l’arrière, ou la peau glisse sur l’appareil tendineux et aponévrotique.
Anatomie::l’avant bras + poignet	La loge palmaire moyenne contient  (l’avant bras + poignet)	 Le fléchisseur superficiel des doigts, avec ses 4 tendons en 2 plans,<br> Le fléchisseur profond des doigts avec ses 4 tendons situés dans un plan plus<br>profond entre lesquels se trouvent les<br> Lombricaux, les 2 premiers sont semi penniformes, les 2 autres penniformes<br> La gaine digitocarpienne ulnaire entoure ces éléments avec ses 3 lames : pré-,<br>inter- et rétrotendineuse.<br> Eléments vasculaires et nerveux mis en place plus loin.<br>Les espaces interosseux sont remplis par les muscles interosseux dorsaux construits par<br>symétrie par rapport à l’axe de la main. Ils s’inclinent sur le métacarpien central. (Face<br>abaxiale)<br>Les interosseux palmaires sont appuyés sur le 2e, le 4e et le 5e métacarpien.<br>Persiste entre ces éléments les espaces intermétacarpiens.
Anatomie::l’avant bras + poignet	Les Muscles  (l’avant bras + poignet)	 Le court abducteur du pouce,<br> Le court abducteur du 5e doigt en forme d’arcade traversée par le nerf ulnaire.<br> L’opposant du pouce, se termine sur le coté radial du 1e métacarpien.<br> L’opposant du 5e doigt<br> Le court fléchisseur, avec ses 2 chefs (superficiel et profond) formant une lettre U<br>ouverte latéralement.<br> L’adducteur du pouce, avec ses 2 chefs l’un venant de la région du canal carpien et<br>l’autre venant de la région du métacarpien central. Les 2 chefs étant reliés par une arcade.<br> Et le tendon du long fléchisseur du pouce et la gaine synoviale qui l’entoure et lui permet<br>de passer entre les deux chefs du court fléchisseur.
Anatomie::l’avant bras + poignet	Les Artères  (l’avant bras + poignet)	 L’Artère radiale perfore ensuite l’adducteur du pouce, et donne naissance a l’arcade<br>palmaire profonde. Elle est rejointe par une
Anatomie::l’avant bras + poignet	branche profonde  (l’avant bras + poignet)	 L’artère ulnaire : Rameau palmaire profond de l’artère ulnaire (RPP de AU), contre<br>l’opposant du 5e doigt<br> Artère ulnaire donne naissance à l'arcade palmaire superficielle qui est prétendineuse.<br>Ces éléments sont bien sûr accompagnés par des veines.<br> L’artère radiale détache, dans la loge hypothénar, le rameau palmaire superficiel qui<br>traverse les muscles pour rejoindre l’arcade palmaire superficielle.<br> Il reste à mettre en place les artères métacarpiennes, située dans les espaces<br>intermétacarpiens, accompagnées par les veines. Les artères métacarpiennes dorsales<br>sont dans les espaces intermétacarpiens, dans le feuillet dédoublé de l’aponévrose<br>dorsale, celles du 1er et du 2e espace sont des branches directes de l’artère radiale. (avec<br>une artère supplémentaire pour le 5e doigt)
Anatomie::l’avant bras + poignet	Les Nerfs  (l’avant bras + poignet)	 Le Nerf médian donne : (7 branches)<br>- D’abord le rameau thénarien qui innerve le court abducteur, l’opposant et le<br>chef superficiel du court fléchisseur.<br>- Puis il donne les deux premiers nerfs digitaux palmaires propres du pouce<br>- Le nerf qui innerve L1 (le 1er Lombrical),<br>- Le nerf qui innerve L2 (le 2nd Lombrical),<br>- Le nerf digital commun de l'index et du médius<br>- et une branche anastomotique<br> le nerf ulnaire est rétro tendineux, il passe a travers le court abducteur du 5 e doigt,
Anatomie::l’avant bras + poignet	chemine avec l&#x27;arcade profonde, innerve  (l’avant bras + poignet)	- Les 2 chefs de l’adducteur du pouce,<br>- Le chef profond du court fléchisseur,<br>- Les deux derniers Lombricaux,<br>- Tous les muscles de la loge hypothénar<br>- Tous les muscles interosseux dorsaux et palmaires
Anatomie::l’avant bras + poignet	En arrière, sous la peau, on trouve les Veines  (l’avant bras + poignet)	 Veines intercapitales,<br> veines basilique, et veine céphalique aux extrémités,<br>Et 3 branches dorsales du nerf ulnaire (représentés en bleu).<br>Et 3 branches dorsales du nerf radial (en vert).<br>Chirurgicalement, on entre par l’avant, en passant à travers la paume, ou en arrière s’il faut<br>travailler sur un métacarpien, en contournant les tendons extenseurs.
Anatomie::l’avant bras + poignet	CT par P1 du doigt long  (l’avant bras + poignet)	Le coté palmaire est situé en avant.<br>La phalange P1. A sa face antérieure, le dispositif<br>de glissement du canal digital : Poulie annulaires,<br>les deux tendons fléchisseurs : Le fléchisseur<br>superficiel qui se divise pour être perforé par le<br>fléchisseur profond.<br>Ces éléments possèdent une gaine digitale<br>synoviale qui tapisse les parois du canal et qui va<br>être soulevé par un mésotendon.<br>La peau située autour du doigt.<br>A la face dorsale du doigt on retrouve le tendon extenseur divisé en ses 3 bandelettes. Elles sont<br>appliquées autour du doigt par la dossière qui est formée d’un coté par le Lombrical et de l’autre coté<br>par l’interosseux. Elle est nécessaire pour appliquer le tendon sur la face dorsale de la phalange et lui<br>permettre d’effectuer sa fonction d’extension<br>Les pédicules sont maintenus en place par les ligaments. Le ligament rétinaculaire palmaire de<br>Grayson, le ligament rétinaculaire dorsal de Cleland, le ligament Natatoire de Landsmeer est situé<br>latéralement.<br>La peau palmaire colle au dispositif de glissement, il n’y a pas de synoviale en arrière.
Anatomie::l’avant bras + poignet	Les pédicules  (l’avant bras + poignet)	 Le nerf est palmaire, venant soit du nerf médian, soit du nerf ulnaire, en fonction du doigt<br>considéré. C’est le nerf digital palmaire.<br> Le Nerf digital dorsal, venant du nerf ulnaire ou radial en fonction du doigt considéré.<br> L’Artère dominante est l’artère digitale palmaire, volumineuse, située derrière le ligament<br>de Grayson, avec les veines satellites qui sont des toutes petites veines.<br> En dorsal on a une petite artère digitale dorsale, venant d’une artère métacarpienne.<br> Et une très grosse veine superficielle. C’est la veine dorsale du doigt.<br>Ceci permet de comprendre que lors du traumatisme antérieur du doigt (flèche blanche), les tendons<br>fléchisseurs peuvent être coupés résultant en un déficit de flexion. Ceux ci sont vascularisés par les<br>anastomoses entre les artères digitales qui donnent les artères des mésotendons.<br>Si on a un traumatisme latéral du doigt (flèche jaune), on risque une section de l’artère digitale qui<br>saigne très fort, et une insensibilité liée au pédicule nerveux digital.<br>le traumatisme dorsal (flèche grise), provoque un déficit de l’appareil extenseur qu’il faut réparer.<br>Si le doit est complètement coupé (flèches jaunes), on revascularise et on réimplante le doigt sur les<br>pédicules dominants. Et donc sur l’artère digitale ; il faut faire des anastomoses sur les artères<br>digitales et sur les veines dominantes cad les veines digitales dorsale. Et enfin, il faut resensibiliser le<br>doigt en faisant des anastomoses des nerfs dominants, ceux qui vont à la pulpe cad les nerfs digitaux<br>palmaires.
Anatomie::Le MbI  - La hanche	Ici se trouve localisé le pédicule glutéal inférieur qui comprend 	 Vaisseaux fessiers inferieures<br>Nerf sciatique<br> Autres éléments décrits plus tard<br><br>Vue latérale du malade<br>Généralement la droite verticale qui part de la<br>EIAS vient toucher la partie saillante du<br>trochanter. Tous ces reperds sont important<br>car il permette à l’examen clinique de vérifier<br>que les structures osseuses soient correctement<br>alignées.<br>Quand on regarde le malade en vue latérale,
Anatomie::Le MbI  - La hanche	voici comment les reperes se mettent en place 	on voit l’os coxal vu latéralement avec la crête<br>iliaque, la tubérosité ischiatique TI en arrière,<br>l’EIAS et EIAI, l’éminence ilio pubienne, le<br>tubercule pubien, le foramen obturateur.<br>L’articulation de la hanche vient se positionner sur une ligne appelé ligne de Faraboeuf, cette ligne<br>part de l’EIAS et se termine en bas à la TI, c’est au milieu de cette ligne que vient se positionner la<br>cavité glénoïde dans laquelle vient se loger le fémur. On représente le fémur avec le sommet du<br>trochanter venant se positionner à peu près au milieu de ligne que nous venons de décrire qui relie la<br>tubérosité ischiatique et l’épine iliaque antéro supérieure.<br>Lorsque ces repères sont conservés en clinique, on peut les examiner en dessous des téguments, la<br>hanche est en position normale, elle est dans sa cavité articulaire. Si le sommet du trochanter se<br>projette en dessous ou au dessus de cette ligne, on a là réunit les éléments pour faire le diagnostic<br>d’une luxation de la hanche (càd d’un déboitement de la hanche) qui peut se faire, vers l’arrière,<br>luxation postérieure ou vers l’avant, luxation antérieure.<br>Apparait en arrière la petite échancrure sciatique et en dessous la grande échancrure sciatique, qui<br>vont contenir respectivement le pédicule fessier supérieur et inférieur qui comprend le gros<br>nerf sciatique.<br>Luxation antéro-supérieure : compression du nerf fémoral.<br>Luxation antéro-inférieure : compression du nerf obturateur.<br>Luxation postéro-supérieure : compression du nerf fessier supérieur.<br>Luxation postéro-inférieure : compression du nerf fessier inférieur et du nerf sciatique.<br>Vue postérieure de la région fessière<br>On va examiner les éléments en vue postérieure avec les structures<br>situées dans le premier plan, on retrouve la ligne médiane, le contour<br>de la crête iliaque, celui de la hanche, on remet en place le sillon inter<br>fessier et on dessine le contour de la crête iliaque suivie de l’épine<br>iliaque postéro supérieure et dessiner le muscle du premier plan qui est<br>le grand fessier.
Anatomie::Le MbI  - La hanche	Le muscle grand fessier 	 Muscle Quadrangulaire<br> Fibres dirigées vers le bas et latéralement<br> elles sont appuyées sur une petite partie de l’os coxal, sur<br>l’épine iliaque postéro supérieure, sur la face postérieure du<br>sacrum, sur le coccyx par l’intermédiaire du fascia thoraco<br>lombaire<br> et viennent se terminer en bas sur un fort tendon appuyé sur la<br>tubérosité glutéale (càd la branche de trifurcation latérale de la<br>ligne âpre du fémur) à cet endroit les fibres semblent se<br>continuer par le tractus ilio tibiale qui s’insère sur la crête<br>iliaque et qui donne naissance ultérieurement à la bandelette<br>de Maissiat (ou fascia lata).<br>Le muscle grand fessier est entouré par le fascia glutéal qui le<br>recouvre aussi bien à sa face superficielle que profonde. Il déborde du<br>muscle grand fessier pour recouvrir dans le quadrant supérieur la<br>fesse, le muscle moyen fessier et petit fessier  continuité entre le<br>fascia glutéal qui tapisse le muscle grand fessier, le fascia glutéal qui<br>tapisse les muscles moyen et petit fessier et l’épaississement de celui-ci qui se continue sur l’aponévrose de la cuisse par le tractus<br>ilio tibial.<br>Médialement les fibres du grand fessier viennent prendre appuis sur le fascia thoracolombaire qui entoure la musculature propre<br>du dos qu’on représente sur le dessin.<br>En haut, les insertions du muscle grand fessier viennent aussi recouvrir les fibres initiales du muscle grand dorsal et le fascia<br>glutéal se continue avec les fibres du muscle oblique externe de l’abdomen. Sur la crête iliaque est ainsi délimité le triangle<br>lombaire de Jean Louis Petit.<br>En bas, le muscle grand fessier croise la tubérosité ischiatique, il en est séparé par<br> une bourse séreuse profonde (en dessous)<br> et une bourse séreuse superficielle (au dessus).<br>Ce sont celles qui s’ouvrent à la peau lors de la constitution de l’escarre ischiatique provoqué par la nécrose de pression des<br>éléments cutanés situé à la surface des bourses séreuses et du relief osseux.<br>En dessous de ces éléments se détache les muscles de la loge postérieure (muscles biceps fémoral et semi-tendineux ) qui<br>prennent insertion sur la tubérosité ischiatique par l’intermédiaire d’un tendon commun.<br>Le fascia de la cuisse va se contourner sur l’ensemble de ces éléments et ensuite sur les muscles adducteurs situés dans la région<br>médiale de la cuisse, pour rejoindre l’aponévrose périnéale superficielle qu’on a décrite précédemment. La région fessière se<br>continue donc là avec la région du périnée médialement et elle remonte dans la fosse ischio rectale.
Anatomie::Le MbI  - La hanche	Entre le trochanter et les muscles ischio jambiers, sort au bord inférieur du muscle grand fessier, les nerfs 	« latéralement, le nerf sciatique, qui reste situé dans la gouttière ischio trochantérique.<br>« médialement, nerf fessier inférieur ou glutéal inférieur, qui passe à la surface des ischio jambiers puis perfore le fascia<br>pour donner le nerf cutané postérieur de la cuisse (NCPC).<br>« La sensibilité de la région est issue des trois nerfs cluniaux supérieurs, qui sont des terminales des branches<br>postérieures L1, L2, L3, innervation du QSE de la fesse.<br>« Le nerf ilio hypogastrique issu de L1, branche antérieure cette fois, innerve aussi le QSE de la fesse<br> Le QSI de la fesse est innervé par les nerfs cluniaux moyens qui sont les branches post de S1, S2 et S3.<br> Le QIE est innervé par le nerf cutané latéral de la cuisse, branche antérieure de L2.<br> Le QII est innervée par des branches collatérales du nerf fessier inférieur qui se recourbent le long du bord inférieur<br>du muscle grand fessier, rasent les bourses séreuses et donne naissance aux N cluniaux inférieurs.
Anatomie::Le MbI  - La hanche	Les branches artérielles qui vascularisent les téguments sont représentées par	 les branches perforantes des artères sacrées postérieures<br> la branche perforante de l’artère ilio lombaire qui traverse le triangle lombaire de Jean Louis Petit<br> des branches perforantes de l’artère circonflexe iliaque profonde qui traversent les muscles plats de l’abdomen
Anatomie::Le MbI  - La hanche	Le muscle grand fessier est lui-même partagé en deux chefs, (séparé par la ligne pointillée), possédant une vascularisation ≠ 	 Le chef supérieur est vascularisé par des branches perforantes de l’artère fessière ou glutéale supérieure<br> le chef inférieur est vascularisé par l’artère fessière ou glutéale inférieure<br>Vue postérieure plan plus profond<br>On représente la ligne médiane et les<br>structures osseuses.<br>Le sacrum avec sa face postérieure, la crête<br>iliaque en haut, le sommet du trochanter est<br>situé à la même hauteur que le sommet du<br>coccyx et que l’épine sciatique.<br>On dessine la tubérosité ischiatique, la gaine<br>dans le prolongement de la ligne ilio<br>trochantérique. Le fémur montre à sa face<br>postérieure une ligne saillante qu’on appel<br>ligne âpre du fémur, qui se trifurque vers le<br>haut.<br>A la face postérieure de l’os coxal, on<br>esquisse les trois surfaces glutéales séparées<br>par les lignes glutéales. On dessine la crête<br>sacrale médiane et le ligament sacro<br>tubérale part de la face postérieur de l’ilium<br>et du sacrum et vient se terminer sur la<br>tubérosité ischiatique.<br>Le plan dur est celui sur lequel glisse le<br>muscle grand fessier par l’intermédiaire de la<br>bourse séreuse profonde ischiatique. On<br>représente maintenant le muscle grand fessier<br>comme s’il avait été coupé, récliné 
Anatomie::Le MbI  - La hanche	insertions  (Le MbI : La hanche)	 sur le ligament sacro tubéral,<br> sur la face postérieure du sacrum,<br>On représente sur la tubérosité glutéale latéralement son tendon terminal quadrangulaire du muscle grand<br>fessier, appuyé sur la tubérosité glutéale qui n’est autre que la lame ou lèvre latérale de la ligne âpre du fémur.
Anatomie::Le MbI  - La hanche	Le glissement sur le trochanter se fait par l’intermédiaire de bourses séreuses 	 bourse séreuse profonde située à la face profonde du tendon<br> bourse séreuse superficielle située à la face superficielle du tendon.. C’est la bourse séreuse<br>trochantérique qui s’ouvre dans ce qu’on appelle l’escarre trochantérique, trou qui se forme<br>quand la peau a été comprimée entre le plan dur du trochanter et le plan du lit.<br>Bourse séreuse trochantérique et ischiatique chaque fois composée d’une bourse superficielle et profonde qui<br>s’ouvre dans les escarres de la région.<br>En dessous du muscle grand fessier, se trouve appuyé le muscle moyen fessier,<br> qui vient s’insérer entre les deux lignes glutéales supérieure et inférieure,<br> recouvert par le grand fessier dans sa partie médiale et libre de toute couverture dans sa partie<br>latérale,<br> ses fibres descendent et viennent se terminer par un second tendon sur une crête oblique située à la<br>face latérale du trochanter, terminaison qui possède aussi une bourse séreuse trochantérique.<br>Le moyen fessier recouvre le petit fessier<br> dernier éventail triangulaire,<br> tendu entre la dernière surface glutéale existant sur le sacrum et le sommet du grand trochanter,<br>insertion tendineuse sur le sommet du grand trochanter.<br>Les éléments musculaires sont tous abducteurs, le grand fessier est postérieur et donc essentiellement<br>extenseur alors que le moyen fessier et le petit fessier sont des éléments abducteurs qui interviennent aussi<br>dans l’équilibre du bassin.<br>En dessous de l’éventail des 3 muscles fessiers, on retrouve le muscle pyriforme,<br> un nouveau muscle se terminant dans la fosse trochantérique,<br> ce muscle vient de la face pelvienne du sacrum appuyé en regard des trous sacrés 2 et 3,<br> en forme de pyramide,<br> il vient longer le bord inférieur du muscle petit fessier.<br>En dessous du muscle piriforme viennent se projeter les éléments qui viennent de la face endo pelvienne eux<br>aussi, avec au milieu le muscle obturateur interne<br> prend son origine à la face médiale du foramen obturé,<br> passe sous le ligament sacro-tubérale<br> et vient se terminer dans la fosse trochantérique en dessous du piriforme.
Anatomie::Le MbI  - La hanche	Ce muscle obturateur interne est encadré par les deux muscles jumeaux, supérieurs et inférieurs 	 Supérieur appuyé sur l’épine sciatique<br> Inférieure sur face latéral de l’ischium<br>Il se trouve en rapport avec un dernier élément musculaire issu de la face latérale de l’ischium et se terminant sur<br>la crête inter trochantérique qui est le petit muscle carré fémorale.<br>L’ensemble de ces muscles sont l’équivalent de la coiffe des rotateurs qu’on a décrit au<br>niveau de l’articulation de l’épaule. Tous ces éléments sont tendineux à leurs extrémités et<br>les tendons se fusionnent.<br>« Le carré fémorale prend la place du grand rond,<br>« le jumeau inférieur prend celle du petit rond,<br>« le jumeau supérieur prend celle du supra épineux<br>« et l’obturateur interne celle de l’infra épineux.<br>En dessous on va trouver pour terminer l’éventail des muscles de la loge médiale,<br> Le muscle grand adducteur avec<br>o son premier chef appelé l’adducteur minimus<br>o et puis les autres éléments de ce muscle donnant naissance à des arcades qui viennent prendre<br>appuis dans l’interstice de la ligne âpre du fémur.<br>On voit la continuité des muscles glutéaux (appartenant à la fesse) avec le muscle grand adducteur qui appartient<br>à la loge médiale de la cuisse.<br>L’ensemble de ces éléments sont en rapport avec des pédicules fessiers supérieurs et inférieur qu’on va mettre
Anatomie::Le MbI  - La hanche	en place maintenant et dont on connait déjà les points de reperds à la surface cutanée	 L’artère fessière supérieure se dégage au dessus du muscle piriforme, se partage en deux<br>branches, une superficielle et une profonde pour donner une branche à la surface supérieure et<br>inférieure du muscle moyen fessier (Entre le moyen fessier et le petit fessier, branche profonde)<br> L’artère est là accompagnée par le nerf fessier supérieur qui court avec la branche profonde et se<br>termine en innervant le muscle tenseur du fascia lata. Il innerve donc le moyen fessier, le petit<br>fessier et se termine dans le tenseur du fascia lata = un muscle de la fesse.<br> Cette branche profonde de l’artère fessière supérieure détache un rameau qui court le long du<br>bord inférieur du muscle petit fessier et qui va venir rejoindre la vascularisation trochantérique. La<br>vascularisation trochantérique est issue d’une artère que nous allons retrouver tout à l’heure qui est<br>l’artère circonflexe médiale de la cuisse qui passe entre le carré fémorale et le premier chef du<br>grand adducteur, elle anastomosée là en un réseau suppléant avec l’artère fessière inférieure.<br>Les autres branches qui se détachent dans la région sont issues de l’artère fémorale profonde<br>o une première perforante qui passe entre l’adducteur et l’… et la partie suivante du grand<br>adducteur, on appelle cette artère perforante, l’artère de Stieda*.<br>o artère profonde de la cuisse<br>En dessous du piriforme se détache les éléments du pédicule glutéal inférieur<br> Nerf sciatique latéralement sous le pyriforme<br> contre lui le Nerf fessier inférieur<br> Nerf honteux qui rentre dans le bassin<br> L’Artère honteuse avec le nerf honteux.<br> L’Artère fessier inférieure qui se retrouve dans la cuisse, avec les 2 précédents.<br>On agrandit la région  le défilé de la grande échancrure sciatique<br>On agrandit la région de manière à faire apparaitre les éléments qui se<br>trouve dans ce défilé qui est le défilé de la grande échancrure sciatique,<br>siège de nombreuses pathologies de compression, que l’on va évoquer ici.<br>On a le sacrum, l’EIPS, l’épine sciatique et en bas la tubérosité<br>ischiatique, avec la crête sacrale médiane, la crête sacrale intermédiaire, le<br>sommet du coccyx. Le ligament sacro tubéral part de l’EIPS, de la<br>tubérosité glutéal et de la face postérieure du sacrum, donc appuyée à la<br>fois sur l’ilium et sur le sacrum. Ce ligament se rétrécit dans sa portion<br>moyenne et puis s’élargit à nouveau pour venir se terminer sur la TI.<br>On représente maintenant le dessin comme s’il avait été coupé pour voir ce<br>qui est situé à sa profondeur<br> il envoi vers le bord inférieur du pelvis un prolongement appelé<br>prolongement falciforme qui vient se disposer à la partie initiale du<br>canal d’Halcock (canal honteux ou pudendale).<br> On voit le ligament sacro tubéral qui représente le plan superficiel<br>qui cache la région des échancrures, l’échancrure est divisée en<br>deux par le petit ligament sacro épineux appuyé sur l’épine<br>sciatique.<br>Les deux ligaments (sacro tubérale et sacro épineux) forment une pince<br>ligamentaire dans laquelle les vaisseaux et les nerfs que l’on va décrire<br>peuvent être comprimés. Pince que l’on peut libérer en coupant par voie<br>glutéale postérieure le ligament sacro tubérale à donne de l’espace.<br>La partie supérieure qu’on appelle, une fois qu’elle est fermée par le<br>ligament, la grande ouverture sciatique, est elle-même partagée en deux<br>secteurs par le muscle piriforme qui l’a traverse et qui ne laisse persister<br>au dessus et en dessous de lui que deux orifices relativement étroits, un<br>supérieur et un inférieur.<br> Supérieur = ouverture (ou échancrure) suprapyrifome en haut<br> Inférieure = ouverture (ou échancrure) infrapyriforme en bas<br>L’échancrure supra piriforme est celle qui laisse passer en haut le pédicule fessier supérieur,<br> on redessine l’artère fessière supérieure avec sa branche superficielle qui vascularise le chef supérieur du grand<br>fessier, sa branche profonde qui vascularise le moyen et petit fessiers.<br> Cette artère est accompagnée par ses veines, se sont des veines satellites<br> et est accompagnée par le nerf fessier supérieur qui va innerver le Moyen, le petit fessier et le T du fascia lata.<br>Voilà les éléments qui constituent donc le pédicule fessier supérieur ou pédicule supra piriforme situé à 8 cm de l’épine iliaque<br>postéro supérieure sur la ligne qui le relie au sommet du trochanter.
Anatomie::Le MbI  - La hanche	L’échancrure infra piriforme laisse sortir le pédicule fessier inférieur 	 latéralement le nerf sciatique, partagé en deux contingents : Parfois, le nerf sciatique est divisé très tôt en nerf<br>fibulaire et tibial , ici les éléments sont encore situés dans une même gaine périneurale.<br>o Un Postérieur qui va donner naissance au nerf fibulaire<br>o Un Antérieur qui va donner naissance au nerf tibial.<br> Au coté médiale du nerf sciatique, on trouve le nerf fessier inférieur à les rameaux cluniaux* inférieurs.<br> L’élément suivant est représenté par le nerf honteux qui glisse derrière l’épine sciatique et qui va venir se mettre au dessus<br>du repli falciforme du ligament sacro tubérale. Il détache contre ce repli falciforme le nerf rectal inférieur.<br> L’élément suivant du pédicule est représenté par l’artère honteuse interne qui vient se mettre au dessous du nerf honteux<br>et qui fait ainsi un petit débord derrière l’épine sciatique et le ligament sacro épineux à l’intérieure de la région glutéale<br>pour retourner ensuite immédiatement à l’intérieur du pelvis, où les éléments vont être recouvert par le fascia,<br>épaississement de l’obturateur interne, à l’entrée du canal d’Halcock.<br> Le dernier élément important est l’artère fessière inférieure qui est médiale, qui va croiser le pédicule honteux et venir se<br>localiser ensuite dans la région glutéale postérieure. Elle détache souvent une petite artère qui vascularise le nerf sciatique<br>et qu’on appelle l’artère satellite du sciatique. Ces éléments sont bien sur accompagnés par des veines.<br> Les derniers éléments situés derrière le chevalet ou ligament sacro épineux de l’épine sciatique sont représenté par les nerfs<br>qui vont innerver le JS, le JI et le carré fémoral et enfin l’obturateur interne.<br> Le nerf du piriforme innerve le piriforme et constitue là l’extrémité médiale du pédicule infra piriforme.<br>Tous ces éléments peuvent être comprimés dans la pince constituée par le ligament sacro tubérale en surface et par le ligament<br>sacro épineux et l’épine sciatique en profondeur. Les éléments peuvent être comprimés par le muscle piriforme lui-même dans un<br>syndrome appelé syndrome du piriforme où le malade va décrire une paralysie du membre inférieur lorsqu’il est assis de façon<br>persistante, il suffit par voie postérieure de couper le piriforme pour y libérer le sciatique et les éléments vasculo nerveux de cette<br>contrainte. L’autre syndrome canalaire que l’on a déjà évoqué, est celui qui prend place sur la pince entre le ligament sacro tubérale<br>et le ligament sacro épineux et pour délivrer le malade de ce syndrome il suffit d’aller couper l’épine sciatique et d’effondrer vers<br>l’avant le ligament sacro épineux ce qui permet à l’ensemble des vaisseaux et des nerfs d’être libérés de leur étreintes.<br>Le plan squelettique profond.
Anatomie::Le MbI  - La hanche	On passe une droite horizontale sur laquelle on met le	 Coccyx<br> L’épine sciatique<br> La tubérosité ischiatique<br> La droite qui relie l’EIPS à la région coccygienne.<br>L’endroit où on met la cavité articulaire est au centre de la droite.<br>Le sommet du trochanter se met à la hauteur de la ligne entre épine<br>sciatique et coccyx. On voit le col fémoral. La tête fémorale est<br>invisible dans l’acétabulum.
Anatomie::Le MbI  - La hanche	A proximité de la crête intertrochantérique	 Le petit trochanter médialement<br> Grand trochanter latéralement<br> La ligne âpre qui se trifurque.<br>Sur la partie le plus saillante de la crête iliaque, on a le tubercule<br>de Buisson. On voit les crêtes sacrales médiane, intermédiaire<br>et latérale et les foramina sacrés postérieurs.<br>On observe les deux lignes glutéales supérieur et inférieur, qui<br>séparent les zones d’insertion des M fessiers.<br> Zone d’insertion étroite du grand fessier,<br> Zone d’insertion de surface moyenne du moyen F.<br> Zone d’insertion la plus large, du petit fessier sous la<br>ligne glutéale inférieure.<br>La grande et petite échancrure, séparées par deux ligaments.<br> Le ligament sacro-épineux, qu’on coupe pour libérer le<br>malade d’un syndrome honteux.<br> Le ligament sacro-tubérale qui s’amincit dans sa partie moyenne et s’élargit à ses deux extrémités.
